Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
01/04/2020,Ford,Focus,1.6 TDCi Titanium,2012,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,131000,113500,8,16375.0
01/04/2020,Ford,Fiesta,1.4 Titanium,2010,Benzin/LPG,Düz Vites,Bilmiyorum,100 BG ve altı,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,177000,66000,10,17700.0
01/04/2020,Ford,Fiesta,1.4 Titanium X ,2012,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,93750,62750,8,11718.75
01/04/2020,Ford,Focus,1.5 TDCi Trend X,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,125000,128500,5,25000.0
01/04/2020,Ford,Fiesta,1.5 TDCi Trend X,2016,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,93750,4,24000.0
31/03/2020,Ford,Fiesta,1.4 Titanium,2013,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,182000,85000,7,26000.0
30/03/2020,Ford,Focus,1.5 TDCi Titanium,2015,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,79000,116000,5,15800.0
30/03/2020,Ford,Focus,1.6 TDCi Trend X,2015,Dizel,Düz Vites,Bilmiyorum,Bilmiyorum,Beyaz ,Sedan,Sahibinden,2. El,83,114000,5,16.6
28/03/2020,Ford,Focus,1.6 TDCi Titanium,2010,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,360000,80000,10,36000.0
28/03/2020,Ford,Diğer,Diğer,2010,Dizel,Düz Vites,Bilmiyorum,100 BG ve altı,Beyaz ,Minivan,Sahibinden,2. El,210674,39000,10,21067.4
27/03/2020,Ford,Escort,-,1999,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,200000,23000,21,9523.809523809523
26/03/2020,Ford,Focus,1.6 TDCi Trend X,2013,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,97270,102500,7,13895.714285714286
26/03/2020,Ford,Fiesta,1.4 TDCi Trend,2011,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,170000,58500,9,18888.88888888889
26/03/2020,Ford,Fiesta,1.4 TDCi Trend,2012,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,150000,70000,8,18750.0
26/03/2020,Ford,Fiesta,1.5 TDCi Trend,2013,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,164000,57000,7,23428.571428571428
25/03/2020,Ford,Focus,1.6 Ti-VCT Trend,2010,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,241000,58500,10,24100.0
25/03/2020,Ford,Focus,1.6 Collection,2004,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,192908,48800,16,12056.75
25/03/2020,Ford,Focus,1.6 TDCi Trend X,2014,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,63000,127500,6,10500.0
25/03/2020,Ford,Fiesta,1.0 Titanium,2019,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,0 km,0,160000,1,0.0
24/03/2020,Ford,Focus,1.6 TDCi Collection,2009,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,196000,66250,11,17818.18181818182
24/03/2020,Ford,Focus,1.6 Ghia,2000,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Bordo ,Sedan,Sahibinden,2. El,268000,42000,20,13400.0
24/03/2020,Ford,Focus,1.6 Ghia,2006,Dizel,Düz Vites,1601-1800 cc,Bilmiyorum,Gri ,Sedan,Sahibinden,2. El,255,47500,14,18.214285714285715
24/03/2020,Ford,Focus,1.8 Di Ghia,2000,Dizel,Düz Vites,1601-1800 cc,76-100 BG,Yeşil ,Station Wagon,Sahibinden,2. El,255,35000,20,12.75
24/03/2020,Ford,Focus,1.8 Di Ghia,2000,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Yeşil ,Station Wagon,Sahibinden,2. El,255,35500,20,12.75
24/03/2020,Ford,Focus,1.6 TDCi Collection,2008,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,263000,53000,12,21916.666666666668
24/03/2020,Ford,Focus,1.6 Collection,2004,Benzin,Düz Vites,1301-1600 cc,100 BG ve altı,Gri ,Hatchback 5 Kapı,Galeriden,2. El,1000,43500,16,62.5
24/03/2020,Ford,C-Max,1.6 Trend,2010,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,MPV,Sahibinden,Hasarlı,114000,83500,10,11400.0
24/03/2020,Ford,Focus,1.6 TDCi Trend X,2017,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,84500,130000,3,28166.666666666668
24/03/2020,Ford,Focus,1.6 TDCi Trend X,2017,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Diğer ,Diğer,Yetkili,0 km,70895,139250,3,23631.666666666668
23/03/2020,Ford,Focus,1.6 TDCi Titanium,2011,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,127800,74950,9,14200.0
23/03/2020,Ford,Focus,1.6 Collection,2011,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,154000,44500,9,17111.11111111111
23/03/2020,Ford,B-Max,1.6 TDCi Titanium X,2013,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,MPV,Sahibinden,2. El,137200,95500,7,19600.0
22/03/2020,Ford,Focus,1.5 TDCi Trend X,2017,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,57000,150000,3,19000.0
22/03/2020,Ford,Fiesta,1.25 Trend,2013,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,53350,76000,7,7621.428571428572
21/03/2020,Ford,Fiesta,1.4 Comfort,2004,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,202000,43750,16,12625.0
21/03/2020,Ford,Focus,1.5 TDCi Trend X,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,71500,134750,5,14300.0
21/03/2020,Ford,Focus,1.6 Ambiente,2001,Benzin/LPG,Düz Vites,Bilmiyorum,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,230000,36000,19,12105.263157894737
21/03/2020,Ford,Focus,1.6 TDCi Trend,2012,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Gri ,Diğer,Yetkili,0 km,135524,108250,8,16940.5
21/03/2020,Ford,Focus,1.6 TDCi Trend X,2014,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,107000,108000,6,17833.333333333332
21/03/2020,Ford,Focus,1.5 TDCi Trend X,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,137800,113500,5,27560.0
20/03/2020,Ford,Focus,1.5 TDCi Trend X,2016,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,149000,124500,4,37250.0
19/03/2020,Ford,Focus,1.6 Ti-VCT Titanium,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,90000,102750,6,15000.0
19/03/2020,Ford,Focus,1.6 TDCi Trend X,2015,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,184000,107500,5,36800.0
16/06/2020,Honda,Civic,1.6 i-VTEC Executive,2018,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,Hasarlı,11,99000,2,5.5
16/06/2020,Honda,Civic,1.6 Elegance,2008,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,Hasarlı,89000,16600,12,7416.666666666667
16/06/2020,Honda,CR-V,2.0i Executive,2010,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Arazi Aracı,Galeriden,Hasarlı,33333,38000,10,3333.3
16/06/2020,Honda,Accord,2.2 CDTi,2005,Dizel,Düz Vites,2001-2500 cc,126-150 BG,Siyah ,Sedan,Galeriden,Hasarlı,112000,15500,15,7466.666666666667
16/06/2020,Honda,Civic,1.6 i-VTEC Executive,2018,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,7000,11000,2,3500.0
16/06/2020,Honda,Civic,1.5 VTEC  Elegance,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Sedan,Galeriden,2. El,33650,180000,2,16825.0
16/06/2020,Honda,CR-V,2.0i ES,2001,Benzin/LPG,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Arazi Aracı,Galeriden,2. El,313000,74900,19,16473.684210526317
16/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2011,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,150000,102000,9,16666.666666666668
16/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2007,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,204000,85500,13,15692.307692307691
15/06/2020,Honda,Civic,1.6i VTEC Eco Executive,2018,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,21500,203000,2,10750.0
14/06/2020,Honda,Civic,1.6 Elegance,2011,Benzin/LPG,Otomatik Vites,1601-1800 cc,126-150 BG,Füme ,Sedan,Sahibinden,2. El,192000,95500,9,21333.333333333332
14/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2008,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,178000,104000,12,14833.333333333334
14/06/2020,Honda,Civic,1.6 i-VTEC Premium,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,136000,94000,9,15111.111111111111
13/06/2020,Honda,Civic,1.5 EX,1993,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 3 Kapı,Sahibinden,2. El,217000,32000,27,8037.037037037037
13/06/2020,Honda,Civic,1.5i VTEC RS,2017,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,38000,197500,3,12666.666666666666
13/06/2020,Honda,CR-V,1.6 i-DTEC Executive,2017,Dizel,Otomatik Vites,1301-1600 cc,151-175 BG,Siyah ,Arazi Aracı,Galeriden,2. El,68000,289000,3,22666.666666666668
13/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2010,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,146000,125000,10,14600.0
12/06/2020,Honda,Civic,1.6 i-VTEC LS,2004,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,133000,69950,16,8312.5
12/06/2020,Honda,Accord,2.4 Executive,2004,Benzin/LPG,Otomatik Vites,2001-2500 cc,176-200 BG,Füme ,Sedan,Sahibinden,2. El,308000,68900,16,19250.0
12/06/2020,Honda,CR-V,1.6 i-DTEC Premium,2014,Dizel,Düz Vites,1300 cc ve altı,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,150000,169900,6,25000.0
12/06/2020,Honda,Civic,1.6 ES,2005,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,305300,59500,15,20353.333333333332
12/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Diğer ,Sedan,Galeriden,0 km,107000,146750,6,17833.333333333332
12/06/2020,Honda,CR-V,1.6 i-DTEC Elegance,2006,Dizel,Otomatik Vites,1601-1800 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,98000,249700,14,7000.0
12/06/2020,Honda,Jazz,"1.4
",2010,Benzin,Düz Vites,1301-1600 cc,51-75 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,134000,77750,10,13400.0
11/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2016,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,96000,164000,4,24000.0
11/06/2020,Honda,Civic,1.8 Sport,2008,Dizel,Otomatik Vites,1601-1800 cc,100 BG ve altı,Siyah ,Spor / Coupe,Galeriden,2. El,190000,83750,12,15833.333333333334
11/06/2020,Honda,Civic,1.6 i-VTEC Dream,2008,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,182000,83750,12,15166.666666666666
11/06/2020,Honda,Civic,1.6 i-VTEC Dream,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,126900,92500,9,14100.0
11/06/2020,Honda,Civic,1.6i VTEC Eco Elegance,2016,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Bordo ,Sedan,Sahibinden,2. El,72000,167500,4,18000.0
10/06/2020,Honda,Civic,1.6 i-VTEC Premium,2008,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,216000,72500,12,18000.0
10/06/2020,Honda,Civic,1.6 i-VTEC Premium,2012,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,91000,110750,8,11375.0
09/06/2020,Honda,Civic,1.6 i-VTEC Dream,2010,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,145626,92500,10,14562.6
08/06/2020,Honda,Civic,1.6i VTEC Eco Premium,2015,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,49922,148750,5,9984.4
08/06/2020,Honda,CR-V,2.0i Executive,2010,Benzin/LPG,Otomatik Vites,1801-2000 cc,151-175 BG,Siyah ,Arazi Aracı,Galeriden,2. El,144000,138500,10,14400.0
07/06/2020,Honda,City,1.4 ES,2009,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,129,87000,11,11.727272727272727
07/06/2020,Honda,Civic,1.6i VTEC Eco Elegance,2019,Benzin/LPG,Otomatik Vites,Bilmiyorum,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,60000,209000,1,60000.0
07/06/2020,Honda,CR-V,1.6 i-DTEC Executive,2017,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,53500,285000,3,17833.333333333332
07/06/2020,Honda,Civic,1.6 i-VTEC Elegance,2016,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,68000,152000,4,17000.0
07/06/2020,Honda,Civic,"1.6
",2005,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Gümüş ,Sedan,Sahibinden,2. El,165000,65000,15,11000.0
06/06/2020,Honda,Civic,1.6 Elegance,2018,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,11000,185500,2,5500.0
05/06/2020,Honda,CR-V,2.0i ES,2002,Benzin,Otomatik Vites,1801-2000 cc,126-150 BG,Kahverengi ,Arazi Aracı,Galeriden,2. El,197742,76750,18,10985.666666666666
04/06/2020,Honda,Civic,1.6 Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,0 km,99889,142750,6,16648.166666666668
04/06/2020,Honda,Civic,1.4 1.4i,1999,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,224000,51500,21,10666.666666666666
02/06/2020,Honda,Jazz,1.4 Sport,2008,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,175250,69750,12,14604.166666666666
02/06/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin/LPG,Otomatik Vites,1601-1800 cc,126-150 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,45000,187000,2,22500.0
02/06/2020,Honda,Civic,1.6 Elegance,2016,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,0 km,51204,164900,4,12801.0
01/06/2020,Honda,Civic,1.6 i-VTEC Executive,2020,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,0 km,300,225000,0,300.0
01/06/2020,Honda,CR-V,2.0i Elegance,2011,Benzin/LPG,Otomatik Vites,1801-2000 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,127000,145000,9,14111.111111111111
01/06/2020,Honda,Jazz,1.4 LS,2005,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,198000,52750,15,13200.0
01/06/2020,Honda,CR-V,2.0i Elegance,2011,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,127000,145000,9,14111.111111111111
01/06/2020,Honda,City,1.4 ES,2010,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,102000,88000,10,10200.0
01/06/2020,Honda,City,1.4 ES,2009,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Siyah ,Sedan,Sahibinden,2. El,112000,69950,11,10181.818181818182
31/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,85000,131000,7,12142.857142857143
31/05/2020,Honda,Civic,1.6 i-VTEC Dream,2010,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,114000,102500,10,11400.0
31/05/2020,Honda,Civic,1.6 i-VTEC Premium,2009,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,215000,67500,11,19545.454545454544
30/05/2020,Honda,Civic,1.5i VTEC Sport,2017,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,65500,149000,3,21833.333333333332
30/05/2020,Honda,Civic,1.6 i-VTEC Premium,2010,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,153000,87000,10,15300.0
30/05/2020,Honda,Civic,1.6i VTEC Eco Executive,2017,Benzin/LPG,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,28000,185500,3,9333.333333333334
30/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,126000,139500,7,18000.0
29/05/2020,Honda,CR-V,Diğer,2018,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,90000,275000,2,45000.0
28/05/2020,Honda,Civic,Diğer,1979,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Diğer,Galeriden,2. El,135000,50000,41,3292.682926829268
28/05/2020,Honda,Jazz,1.4 Fun,2009,Benzin,Yarı Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,171781,86500,11,15616.454545454546
28/05/2020,Honda,Civic,1.5 VTEC Sport,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,95000,169500,3,31666.666666666668
28/05/2020,Honda,Civic,1.6 i-VTEC Executive,2016,Benzin/LPG,Otomatik Vites,Bilmiyorum,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,61000,165000,4,15250.0
27/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2019,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,9900,191000,1,9900.0
27/05/2020,Honda,Civic,1.6 i ES,1998,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Bordo ,Sedan,Sahibinden,2. El,146000,46250,22,6636.363636363636
26/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2008,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,199999,95000,12,16666.583333333332
26/05/2020,Honda,Civic,"1.7
",2003,Dizel,Düz Vites,3501-4000 cc,126-150 BG,Gri ,Spor / Coupe,Sahibinden,2. El,189000,53500,17,11117.64705882353
25/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2016,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,131600,149500,4,32900.0
23/05/2020,Honda,Civic,1.6 VTES ES,2003,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,295,46500,17,17.352941176470587
22/05/2020,Honda,Civic,1.6 i ES,1998,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,393000,41750,22,17863.636363636364
20/05/2020,Honda,Civic,1.6 Premium,2012,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,15000,135000,8,1875.0
20/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2018,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,42500,149900,2,21250.0
20/05/2020,Honda,Civic,1.2,2017,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,58000,181000,3,19333.333333333332
19/05/2020,Honda,Civic,1.6 i-VTEC Premium,2013,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,172815,89000,7,24687.85714285714
19/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2011,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,143000,118000,9,15888.888888888889
18/05/2020,Honda,Civic,1.6 i-DTEC Sport,2013,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,163000,102500,7,23285.714285714286
18/05/2020,Honda,Civic,1.6 i-VTEC Premium,2007,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,176000,88250,13,13538.461538461539
17/05/2020,Honda,CR-V,1.6 i-DTEC Executive,2016,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,92000,189900,4,23000.0
15/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2012,Benzin/LPG,Otomatik Vites,Bilmiyorum,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,95000,124500,8,11875.0
14/05/2020,Honda,HR-V,4WD,2000,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,194000,68000,20,9700.0
14/05/2020,Honda,CR-V,1.6 i-DTEC Elegance,2015,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,47350,215000,5,9470.0
14/05/2020,Honda,Jazz,1.4 Fun,2009,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,171781,86750,11,15616.454545454546
13/05/2020,Honda,Civic,1.6 Elegance,2007,Benzin/LPG,Düz Vites,1601-1800 cc,126-150 BG,Füme ,Sedan,Sahibinden,2. El,255000,79900,13,19615.384615384617
13/05/2020,Honda,Civic,1.6 Si,1994,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Lacivert ,Sedan,Sahibinden,2. El,278818,29900,26,10723.76923076923
12/05/2020,Honda,Civic,1.6 VTEC ES,2004,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,230000,61500,16,14375.0
12/05/2020,Honda,Civic,1.6i VTEC Elegance,2010,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,243000,91999,10,24300.0
12/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,96000,122000,6,16000.0
12/05/2020,Honda,Civic,1.6 Elegance,2013,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,125000,119000,7,17857.14285714286
11/05/2020,Honda,CR-V,-,2015,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Diğer,Sahibinden,2. El,54500,210000,5,10900.0
10/05/2020,Honda,Jazz,1.4 Fun,2012,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,95800,106300,8,11975.0
09/05/2020,Honda,Civic,1.4 S,1999,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Bordo ,Sedan,Sahibinden,2. El,293600,36900,21,13980.952380952382
07/05/2020,Honda,Civic,1.6 i-VTEC Dream,2013,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,187000,90000,7,26714.285714285714
06/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2016,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Sedan,Sahibinden,2. El,73000,147000,4,18250.0
05/05/2020,Honda,Civic,1.6 i-VTEC Dream,2012,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Galeriden,2. El,174000,96750,8,21750.0
