Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
18/04/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,67000,140000,3,22333.333333333332
18/04/2020,Seat,Cordoba,1.6 Signo,2001,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,125000,24900,19,6578.9473684210525
18/04/2020,Seat,Leon,1.2 TSI Style,2018,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,13000,157500,2,6500.0
18/04/2020,Seat,Leon,Diğer,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,25000,157000,2,12500.0
18/04/2020,Seat,Leon,1.6 TDI Style,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,0 km,0,175000,1,0.0
18/04/2020,Seat,Ibiza,Diğer,2011,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Spor / Coupe,Galeriden,2. El,101000,99750,9,11222.222222222223
18/04/2020,Seat,Toledo,1.6 TDI Style,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,160000,82500,6,26666.666666666668
18/04/2020,Seat,Toledo,1.6 Signo Plus,2004,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,370000,35499,16,23125.0
18/04/2020,Seat,Toledo,1.6 TDI Style,2014,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,151000,71000,6,25166.666666666668
18/04/2020,Seat,Leon,1.6 TDI Style,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,20000,170900,1,20000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,58900,139900,4,14725.0
18/04/2020,Seat,Leon,1.4 TSI FR,2018,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,51672,167999,2,25836.0
17/04/2020,Seat,Leon,Diğer,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,165000,116750,6,27500.0
17/04/2020,Seat,Leon,Diğer,2020,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,0 km,0,203000,0,0.0
17/04/2020,Seat,Leon,Diğer,2020,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,0 km,0,203000,0,0.0
17/04/2020,Seat,Ateca,1.4 TSI FR,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,28600,224900,2,14300.0
17/04/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,46000,165750,3,15333.333333333334
17/04/2020,Seat,Ibiza,1.4 Style,2014,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,99000,64950,6,16500.0
17/04/2020,Seat,Ibiza,1.4 Style,2013,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,155000,61500,7,22142.85714285714
17/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,36000,166000,4,9000.0
17/04/2020,Seat,Leon,Diğer,2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,251000,84500,8,31375.0
17/04/2020,Seat,Leon,Diğer,2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,176000,96750,8,22000.0
17/04/2020,Seat,Leon,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Station Wagon,Galeriden,2. El,84000,161750,4,21000.0
17/04/2020,Seat,Alhambra,1.4 TSI Style,2016,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,MPV,Galeriden,2. El,97000,167950,4,24250.0
17/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,35000,159500,4,8750.0
17/04/2020,Seat,Ibiza,Diğer,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,121000,98500,5,24200.0
17/04/2020,Seat,Cordoba,1.4 Style,2009,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,202000,35900,11,18363.636363636364
17/04/2020,Seat,Ateca,1.6 TDI Ecomotive Xcellence,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,4800,237000,1,4800.0
17/04/2020,Seat,Ibiza,1.2 TSI Style,2013,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,76000,78900,7,10857.142857142857
17/04/2020,Seat,Toledo,1.6 TDI Style,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,97000,109900,6,16166.666666666666
17/04/2020,Seat,Leon,Diğer,2012,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,139000,77500,8,17375.0
17/04/2020,Seat,Leon,Diğer,2013,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,152000,82500,7,21714.285714285714
17/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,51000,152000,4,12750.0
17/04/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,43000,163500,2,21500.0
17/04/2020,Seat,Ateca,1.6 TDI Ecomotive Xcellence,2020,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,12,282000,0,12.0
17/04/2020,Seat,Ibiza,1.4 Reference,2015,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,200000,72500,5,40000.0
17/04/2020,Seat,Diğer,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,101000,87000,4,25250.0
17/04/2020,Seat,Leon,1.4 EcoTSI FR,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,52100,167999,2,26050.0
13/04/2020,Seat,Leon,1.6 Stylance,2007,Benzin/LPG,Düz Vites,1601-1800 cc,176-200 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,199999,55000,13,15384.538461538461
11/04/2020,Seat,Leon,1.6 Stylance,2006,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,253000,56750,14,18071.428571428572
08/04/2020,Seat,Leon,1.6 Stylance,2010,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,165000,85000,10,16500.0
07/04/2020,Seat,Leon,1.6 TDI Style,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,152000,126000,5,30400.0
06/04/2020,Seat,Ibiza,1.2 TSI Reference,2017,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,34000,92000,3,11333.333333333334
01/04/2020,Seat,Ibiza,"1.6
",1999,Benzin/LPG,Otomatik Vites,Bilmiyorum,Bilmiyorum,Sarı ,Hatchback 5 Kapı,Sahibinden,2. El,145000,32900,21,6904.761904761905
01/04/2020,Seat,Ibiza,"1.4 TSI Sport Coupe Cupra
",2013,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,116000,109000,7,16571.428571428572
28/03/2020,Seat,Ibiza,"1.4
",2014,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,52250,76500,6,8708.333333333334
23/03/2020,Seat,Ibiza,1.4 TDI S-Rider,2005,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,290000,45500,15,19333.333333333332
22/03/2020,Seat,Leon,1.2 TSI Style,2015,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,130000,120000,5,26000.0
19/03/2020,Seat,Ibiza,1.4 Style,2014,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,143000,83000,6,23833.333333333332
19/03/2020,Seat,Toledo,"1.8
",2000,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,288000,31500,20,14400.0
24/12/2019,Seat,Leon,1.6 TDi CR Style,2011,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,197300,48000,9,21922.222222222223
16/06/2020,Skoda,Yeti,"1.6 TDI GreenLine Elegance
",2014,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Arazi Aracı,Galeriden,2. El,19000,161000,6,3166.6666666666665
16/06/2020,Skoda,Favorit,1.3 LX,1993,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Station Wagon,Galeriden,2. El,200000,13250,27,7407.407407407408
15/06/2020,Skoda,Forman,135 L,1993,Benzin/LPG,Düz Vites,Bilmiyorum,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,156000,16750,27,5777.777777777777
15/06/2020,Skoda,Superb,1.6 TDI Prestige,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,118000,209500,5,23600.0
15/06/2020,Skoda,Octavia,1.6 TDI  Style,2017,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,55000,177500,3,18333.333333333332
14/06/2020,Skoda,Forman,LX,1993,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Station Wagon,Galeriden,2. El,137000,19500,27,5074.074074074074
14/06/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,156000,127500,5,31200.0
14/06/2020,Skoda,Octavia,Diğer,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,134000,122900,5,26800.0
14/06/2020,Skoda,Octavia,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,118000,155000,4,29500.0
13/06/2020,Skoda,Octavia,Diğer,2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,99000,120000,8,12375.0
13/06/2020,Skoda,Octavia,1.6 Classic,2009,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,195000,82500,11,17727.272727272728
13/06/2020,Skoda,Superb,1.6 TDI Prestige,2018,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,12000,301750,2,6000.0
13/06/2020,Skoda,Octavia,1.6 TDI Style CR,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,181000,152500,5,36200.0
12/06/2020,Skoda,Favorit,1.3 LX,1993,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,165000,16000,27,6111.111111111111
12/06/2020,Skoda,Rapid,1.4 CR TDI Style,2016,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,64000,109000,4,16000.0
12/06/2020,Skoda,Octavia,1.9 TDI GLX,2000,Dizel,Düz Vites,1801-2000 cc,100 BG ve altı,Kırmızı ,Station Wagon,Galeriden,2. El,367000,43000,20,18350.0
12/06/2020,Skoda,Octavia,1.6 TDI Ambition,2014,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,220000,106000,6,36666.666666666664
11/06/2020,Skoda,Octavia,1.6 Tour,2008,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,227000,66000,12,18916.666666666668
11/06/2020,Skoda,Superb,1.9 TDI Elegance,2008,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,292000,78000,12,24333.333333333332
11/06/2020,Skoda,Octavia,1.6 TDI  Style,2019,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş ,Sedan,Galeriden,2. El,8500,212000,1,8500.0
11/06/2020,Skoda,Fabia,1.6 TDi Ambiente,2011,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,192000,45000,9,21333.333333333332
09/06/2020,Skoda,Octavia,"1.2 TSI
",2016,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,42500,139900,4,10625.0
08/06/2020,Skoda,Superb,1.4 TSI Active,2016,Benzin,Düz Vites,1301-1600 cc,151-175 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,35000,150000,4,8750.0
08/06/2020,Skoda,Octavia,1.6 TDI Style CR,2016,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,67000,186500,4,16750.0
08/06/2020,Skoda,Superb,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,56000,251900,2,28000.0
07/06/2020,Skoda,Superb,1.6 TDi Elegance,2013,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,96000,157000,7,13714.285714285714
06/06/2020,Skoda,Rapid,"1.6 CR TDI Elegance
",2015,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,94750,129000,5,18950.0
03/06/2020,Skoda,Superb,1.6 TDI Style,2017,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,36000,245000,3,12000.0
03/06/2020,Skoda,Octavia,1.6 TDI Style CR,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,165000,143900,5,33000.0
02/06/2020,Skoda,Favorit,"1.3
",1993,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,179000,17500,27,6629.62962962963
02/06/2020,Skoda,Octavia,1.9 TDI Ambiente,2005,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,340000,45000,15,22666.666666666668
02/06/2020,Skoda,Superb,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,100000,220000,4,25000.0
01/06/2020,Skoda,Favorit,1.3 LX,1990,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bej ,Hatchback 5 Kapı,Sahibinden,2. El,22222,12500,30,740.7333333333333
01/06/2020,Skoda,Octavia,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,117000,134600,4,29250.0
01/06/2020,Skoda,Yeti,1.2 TSI AmbitionDSGTiptronic,2011,Benzin/LPG,Otomatik Vites,1300 cc ve altı,101-125 BG,Siyah ,Diğer,Sahibinden,2. El,99000,97500,9,11000.0
29/05/2020,Skoda,Fabia,1.6 16V Ambiente,2005,Benzin,Düz Vites,1601-1800 cc,76-100 BG,Mavi ,Sedan,Galeriden,Hasarlı,11,13000,15,0.7333333333333333
29/05/2020,Skoda,Rapid,1.4 CR TDI Style,2016,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,112000,110000,4,28000.0
29/05/2020,Skoda,Rapid,Diğer,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,86000,137500,3,28666.666666666668
29/05/2020,Skoda,Superb,1.6 TDI Ambition,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,192000,300000,7,27428.571428571428
29/05/2020,Skoda,Felicia,1.3 GLX,1996,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Station Wagon,Sahibinden,2. El,220000,19500,24,9166.666666666666
28/05/2020,Skoda,Octavia,1.6 TDI Optimal,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,115000,142750,4,28750.0
27/05/2020,Skoda,Superb,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,77000,257500,3,25666.666666666668
27/05/2020,Skoda,Octavia,1.6 TDI Style CR,2017,Dizel,Otomatik Vites,1601-1800 cc,126-150 BG,Siyah ,Sedan,Galeriden,2. El,125000,166800,3,41666.666666666664
27/05/2020,Skoda,Octavia,1.6 Ambiente,2008,Benzin/LPG,Düz Vites,1601-1800 cc,251-275 BG,Kahverengi ,Sedan,Sahibinden,2. El,230000,68500,12,19166.666666666668
22/05/2020,Skoda,Forman,Diğer,1994,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,255000,15500,26,9807.692307692309
21/05/2020,Skoda,Octavia,1.6 TDI Optimal CR,2016,Dizel,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,44000,151000,4,11000.0
20/05/2020,Skoda,Fabia,"1.2
",2012,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,119000,69500,8,14875.0
19/05/2020,Skoda,Rapid,1.4 CR TDI Ambition,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,89000,123750,3,29666.666666666668
18/05/2020,Skoda,Fabia,1.2 6V Classic,2007,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,90000,52000,13,6923.076923076923
18/05/2020,Skoda,Superb,1.6 TDI Active,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,146600,169900,4,36650.0
17/05/2020,Skoda,Superb,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,92000,182500,4,23000.0
17/05/2020,Skoda,Superb,2.0 TDI Laurin&Klement,2016,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,55000,299750,4,13750.0
17/05/2020,Skoda,Octavia,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,180000,129650,4,45000.0
17/05/2020,Skoda,Superb,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,95242,199750,3,31747.333333333332
15/05/2020,Skoda,Octavia,"1.6
",2004,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Bal Rengi ,Sedan,Galeriden,2. El,305000,48000,16,19062.5
14/05/2020,Skoda,Octavia,Diğer,2016,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,106000,151500,4,26500.0
14/05/2020,Skoda,Superb,1.6 TDI Prestige,2014,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,46000,186500,6,7666.666666666667
14/05/2020,Skoda,Octavia,1.6 Ambiente,2005,Benzin/LPG,Düz Vites,1601-1800 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,207000,68400,15,13800.0
14/05/2020,Skoda,Octavia,1.6 TDI Active,2012,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,210000,87000,8,26250.0
14/05/2020,Skoda,Superb,1.4 TSI Elegance,2010,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,197715,99000,10,19771.5
13/05/2020,Skoda,Kodiaq,1.4 TSI Prestige,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,27300,320000,3,9100.0
12/05/2020,Skoda,Octavia,Diğer,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,50100,171850,3,16700.0
12/05/2020,Skoda,Octavia,Diğer,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,106500,155850,3,35500.0
12/05/2020,Skoda,Fabia,1.2 Classic,2008,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,189000,39800,12,15750.0
12/05/2020,Skoda,Rapid,Diğer,2016,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59000,129400,4,14750.0
12/05/2020,Skoda,Octavia,Diğer,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,134000,107900,5,26800.0
12/05/2020,Skoda,Octavia,Diğer,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,63000,138000,3,21000.0
12/05/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,82000,119000,6,13666.666666666666
12/05/2020,Skoda,Superb,Diğer,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,120000,122750,7,17142.85714285714
12/05/2020,Skoda,Rapid,Diğer,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,70000,126950,3,23333.333333333332
12/05/2020,Skoda,Fabia,1.2 Ambiente Dynamic,2011,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,89500,72300,9,9944.444444444445
12/05/2020,Skoda,Superb,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,57500,215500,3,19166.666666666668
12/05/2020,Skoda,Felicia,1.3 GLXi,2000,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,155000,23750,20,7750.0
12/05/2020,Skoda,Forman,LX,1983,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Lacivert ,Station Wagon,Sahibinden,2. El,180000,14650,37,4864.864864864865
11/05/2020,Skoda,Octavia,1.6 TDI  Elegance CR,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,141000,141000,5,28200.0
10/05/2020,Skoda,Superb,1.6 TDi Elegance,2011,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,180000,114500,9,20000.0
09/05/2020,Skoda,Superb,1.6 TDi Elegance,2013,Dizel,Otomatik Vites,1601-1800 cc,76-100 BG,Mavi ,Sedan,Galeriden,2. El,165000,115000,7,23571.428571428572
08/05/2020,Skoda,Superb,1.6 TDi Comfort,2012,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,66000,94000,8,8250.0
08/05/2020,Skoda,Fabia,1.4 16V Classic,2003,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Lacivert ,Sedan,Sahibinden,2. El,342000,33000,17,20117.647058823528
08/05/2020,Skoda,Forman,135 L,1993,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Station Wagon,Sahibinden,2. El,192222,14250,27,7119.333333333333
07/05/2020,Skoda,Superb,1.6 TDI Prestige,2012,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,148000,123500,8,18500.0
06/05/2020,Skoda,Octavia,1.6 TDI Optimal,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,88000,143000,4,22000.0
